Transaction_ID,Transacton_Amt (USD),Merchant Category,Card Type,Authentication Method,Transaction Mode,Device Type,Is Foreign Transaction,Hours Since Last Transaction,Transactions Count (last 24hrs),Distance from home (Km),Card Age (Months),Customer Age,Customer Age Group,Account Balance (USD),New Merchant,VPN Used,IP Country Mismatch,Billing & Shipping Mismatch,CVV Retry Count,Velocity Score,Time of Day,Day of Week,AI Scam Attempt,Merchant Risk Score,Merchant Risk Level,Previous Disputes,Fraud Status
16847,4.63,Restaurants,Discover,OTP,POS,Windows PC,Yes,1-6 Hours,4,62.14,2–5 Years,79,61+,1841.01,No,No,No,No,0,22.2,Early Morning (12 AM - 6 AM),Thursday,No,18.7,Very Low,0,Genuine
16848,440.77,Healthcare,Amex,PIN,Contactless,Mac,No,1-6 Hours,4,10.7,2–5 Years,32,26-35,963.01,No,Yes,No,No,2,9,Morning (6 AM - 12 PM),Monday,No,8.3,Very Low,0,Genuine
16849,11.86,Online Retail,Visa,OTP,Online,Windows PC,No,1-6 Hours,2,2.29,2–5 Years,69,61+,5034.74,No,No,No,No,0,14.3,Early Morning (12 AM - 6 AM),Thursday,No,31.1,Low,0,Genuine
16850,38.27,Healthcare,RuPay,PIN,Online,Windows PC,No,12-24 Hours,6,6.15,2–5 Years,36,36-45,1768.42,No,No,No,No,1,20.9,Evening (5 PM - 9 PM),Saturday,No,39.8,Low,0,Genuine
16851,34.82,Gaming,Mastercard,OTP,In-App,Android Phone,No,6-12 Hours,8,28.06,2–5 Years,48,46-60,4408.31,No,No,No,No,1,35.5,Morning (6 AM - 12 PM),Wednesday,No,48.1,Medium,1,Genuine
16852,254,Groceries,Mastercard,PIN,Contactless,POS Terminal,No,6-12 Hours,2,44.17,2–5 Years,28,26-35,1533.08,Yes,No,Yes,No,0,11,Early Morning (12 AM - 6 AM),Tuesday,No,36.4,Low,1,Genuine
16853,49.31,Groceries,Visa,No Authentication,ATM,ATM Machine,No,6-12 Hours,5,13.14,2–5 Years,48,46-60,2983.28,No,No,No,No,1,25,Morning (6 AM - 12 PM),Tuesday,No,18.9,Very Low,0,Genuine
16854,27.6,Streaming,Visa,No Authentication,In-App,Tablet,No,12-24 Hours,2,39.11,2–5 Years,21,18-25,916.74,Yes,No,No,No,1,9.7,Afternoon (12 PM - 5 PM),Tuesday,No,22.5,Low,0,Genuine
16855,86.4,Utilities,Visa,No Authentication,POS,iPhone,No,6-12 Hours,3,23.96,2–5 Years,47,46-60,4197.74,Yes,No,No,No,0,16.6,Afternoon (12 PM - 5 PM),Wednesday,No,30.1,Low,0,Genuine
16856,69.01,Restaurants,Visa,3D Secure,POS,iPhone,No,12-24 Hours,6,4.52,2–5 Years,52,46-60,4713.16,No,No,No,No,0,34.7,Afternoon (12 PM - 5 PM),Sunday,No,15.9,Very Low,0,Genuine
16857,105.53,Groceries,Discover,3D Secure,POS,Android Phone,No,6-12 Hours,6,18.16,2–5 Years,75,61+,3408.7,Yes,No,No,No,1,26.8,Afternoon (12 PM - 5 PM),Saturday,No,25.9,Low,1,Genuine
16858,19.08,Online Retail,Amex,No Authentication,POS,Android Phone,No,12-24 Hours,4,22.35,2–5 Years,48,46-60,1648.85,No,No,No,Yes,0,36.6,Early Morning (12 AM - 6 AM),Friday,No,35.1,Low,0,Genuine
16859,13.83,Restaurants,Mastercard,3D Secure,Online,Smart Watch,No,12-24 Hours,5,27.49,5+ Years,41,36-45,8494.9,No,No,No,No,0,25.7,Afternoon (12 PM - 5 PM),Thursday,No,61.8,High,0,Genuine
16860,265.25,Online Retail,Mastercard,OTP,Online,Android Phone,No,12-24 Hours,5,97.23,2–5 Years,51,46-60,3853.75,No,Yes,No,No,0,28.2,Morning (6 AM - 12 PM),Friday,No,40,Medium,1,Genuine
16861,18.18,Healthcare,Mastercard,No Authentication,POS,Tablet,No,1-6 Hours,0,5.43,2–5 Years,45,36-45,2947.82,No,No,No,No,0,0,Afternoon (12 PM - 5 PM),Saturday,No,21.7,Low,1,Genuine
16862,9.41,Groceries,Visa,No Authentication,Contactless,ATM Machine,No,1-2 Days,4,3.49,2–5 Years,23,18-25,1219.57,No,No,No,No,0,25.6,Evening (5 PM - 9 PM),Sunday,No,33,Low,0,Genuine
16863,37.9,Online Retail,Amex,3D Secure,POS,POS Terminal,No,1-6 Hours,6,40.06,2–5 Years,53,46-60,397.04,No,No,No,No,0,26.5,Evening (5 PM - 9 PM),Monday,No,35.4,Low,0,Genuine
16864,31.24,Groceries,Mastercard,OTP,Online,Windows PC,No,Within 1 Hour,4,54.99,2–5 Years,57,46-60,1706.37,Yes,No,Yes,No,0,33.8,Early Morning (12 AM - 6 AM),Friday,No,31.6,Low,2,Genuine
16865,186.13,Online Retail,Mastercard,PIN,POS,iPhone,No,1-6 Hours,3,28.99,2–5 Years,52,46-60,453.79,No,Yes,No,No,0,21.4,Evening (5 PM - 9 PM),Wednesday,No,75.2,High,0,Genuine
16866,8.44,Utilities,Mastercard,Biometric,POS,POS Terminal,No,Within 1 Hour,2,42.26,2–5 Years,19,18-25,5567.42,No,No,Yes,No,1,6.1,Morning (6 AM - 12 PM),Sunday,No,32.2,Low,1,Genuine
16867,34.5,Groceries,Mastercard,OTP,POS,Android Phone,No,12-24 Hours,5,55.16,2–5 Years,39,36-45,5677.13,No,No,No,No,0,7.9,Evening (5 PM - 9 PM),Friday,No,24.4,Low,0,Genuine
16868,115.34,Crypto Exchange,Mastercard,Biometric,Online,Smart Watch,No,1-6 Hours,7,55.7,2–5 Years,23,18-25,517.39,Yes,No,No,No,0,46.1,Morning (6 AM - 12 PM),Tuesday,No,96.2,Very High,0,Genuine
16869,176.21,Restaurants,Mastercard,OTP,POS,Tablet,No,12-24 Hours,7,53.2,2–5 Years,80,61+,2443.52,Yes,No,No,No,0,25.4,Evening (5 PM - 9 PM),Wednesday,No,38.1,Low,1,Genuine
16870,224.71,Electronics,Mastercard,Biometric,POS,POS Terminal,No,6-12 Hours,1,33.9,2–5 Years,59,46-60,1295.51,Yes,No,No,No,0,6.9,Early Morning (12 AM - 6 AM),Tuesday,No,46.9,Medium,0,Genuine
16871,87.91,Online Retail,Mastercard,3D Secure,POS,Smart Watch,No,1-6 Hours,1,0.93,2–5 Years,72,61+,4735.13,No,No,No,No,0,1.5,Afternoon (12 PM - 5 PM),Saturday,No,18.1,Very Low,0,Genuine
16872,12.86,Online Retail,Amex,OTP,ATM,Smart Watch,No,1-6 Hours,5,2.03,2–5 Years,18,18-25,560.1,Yes,Yes,No,No,0,29,Early Morning (12 AM - 6 AM),Sunday,No,16.4,Very Low,0,Genuine
16873,15.95,Fuel,Mastercard,OTP,Contactless,iPhone,No,1-6 Hours,5,1.8,2–5 Years,70,61+,653.24,No,No,No,No,0,20.4,Afternoon (12 PM - 5 PM),Wednesday,No,46.8,Medium,0,Genuine
16874,25.99,Healthcare,Visa,OTP,Online,POS Terminal,No,1-6 Hours,3,32.19,2–5 Years,20,18-25,342.66,Yes,No,No,No,0,14.6,Early Morning (12 AM - 6 AM),Thursday,No,21.6,Low,0,Genuine
16875,30.79,Gaming,Visa,Biometric,Contactless,Android Phone,No,12-24 Hours,3,7.23,2–5 Years,25,18-25,3646.79,No,No,No,No,0,25.4,Afternoon (12 PM - 5 PM),Saturday,No,55.7,Medium,2,Genuine
16876,27.65,Gaming,Visa,OTP,Online,Android Phone,No,Within 1 Hour,5,2.66,2–5 Years,46,46-60,6114.36,No,No,No,No,0,53.9,Afternoon (12 PM - 5 PM),Wednesday,No,43.9,Medium,0,Genuine
16877,208.41,Utilities,Amex,PIN,Online,Smart Watch,No,1-2 Days,1,14.15,2–5 Years,31,26-35,1946.39,No,No,No,No,0,3.1,Early Morning (12 AM - 6 AM),Thursday,No,5.9,Very Low,1,Genuine
16878,45.45,Groceries,Amex,3D Secure,Online,Android Phone,No,1-6 Hours,4,16.13,2–5 Years,50,46-60,6944.31,No,No,No,No,1,16.7,Morning (6 AM - 12 PM),Saturday,No,14.5,Very Low,0,Genuine
16879,41.59,Groceries,Visa,Biometric,POS,Android Phone,No,1-6 Hours,3,93.61,2–5 Years,24,18-25,3876.12,No,No,No,No,0,6.1,Evening (5 PM - 9 PM),Saturday,No,35,Low,0,Genuine
16880,249.39,Groceries,Visa,PIN,POS,iPhone,No,1-6 Hours,2,19.44,2–5 Years,76,61+,2678.85,No,No,No,No,0,20.5,Evening (5 PM - 9 PM),Wednesday,No,24.3,Low,1,Genuine
16881,54.56,Restaurants,Mastercard,3D Secure,Online,Smart Watch,No,1-6 Hours,2,2.09,2–5 Years,70,61+,14206.03,No,No,No,No,0,8,Morning (6 AM - 12 PM),Tuesday,No,24.4,Low,0,Genuine
16882,37.17,Restaurants,Amex,No Authentication,Online,iPhone,No,1-2 Days,4,1.8,2–5 Years,40,36-45,5476.14,No,No,No,No,0,19.9,Night (9 PM - 12 AM),Sunday,No,24.5,Low,0,Genuine
16883,124.87,Crypto Exchange,Amex,No Authentication,Online,Android Phone,No,12-24 Hours,7,27.62,2–5 Years,40,36-45,6733.03,No,No,No,Yes,0,35.7,Night (9 PM - 12 AM),Sunday,No,81.8,Very High,0,Genuine
16884,20.12,Healthcare,Amex,3D Secure,Contactless,iPhone,No,1-2 Days,4,6.87,2–5 Years,50,46-60,369.63,No,Yes,No,No,0,9.3,Afternoon (12 PM - 5 PM),Sunday,No,38.9,Low,0,Genuine
16885,44.91,Gaming,Mastercard,OTP,In-App,Mac,No,12-24 Hours,3,22.51,2–5 Years,80,61+,2212.04,Yes,No,No,No,0,4.8,Early Morning (12 AM - 6 AM),Thursday,No,52.8,Medium,1,Genuine
16886,59.53,Gaming,RuPay,OTP,POS,Tablet,No,12-24 Hours,5,62.19,2–5 Years,49,46-60,2401.6,No,No,No,No,0,23.4,Evening (5 PM - 9 PM),Thursday,No,56.3,Medium,0,Genuine
16887,168.06,Healthcare,Mastercard,Biometric,Online,iPhone,No,1-6 Hours,2,6.88,2–5 Years,26,26-35,1360.19,No,No,No,No,1,13.6,Afternoon (12 PM - 5 PM),Monday,No,27.6,Low,0,Genuine
16888,32.32,Restaurants,Mastercard,No Authentication,Contactless,iPhone,No,1-6 Hours,3,12.03,2–5 Years,41,36-45,4193.49,No,No,No,No,0,15.3,Afternoon (12 PM - 5 PM),Sunday,No,71.9,High,0,Genuine
16889,26.67,Online Retail,Visa,Biometric,Online,Mac,No,Within 1 Hour,3,48.98,2–5 Years,64,61+,2049.31,Yes,No,No,No,0,30.1,Night (9 PM - 12 AM),Thursday,No,33.3,Low,1,Genuine
16890,28.27,Healthcare,Mastercard,PIN,Contactless,Android Phone,No,12-24 Hours,5,46.69,2–5 Years,24,18-25,1702.5,Yes,No,No,No,0,23.3,Afternoon (12 PM - 5 PM),Saturday,No,34.6,Low,1,Genuine
16891,48.05,Restaurants,Mastercard,No Authentication,POS,Smart Watch,No,1-2 Days,2,28.71,2–5 Years,27,26-35,1262.63,Yes,No,No,No,0,13.5,Morning (6 AM - 12 PM),Thursday,No,26.1,Low,1,Genuine
16892,8.85,Fuel,Mastercard,3D Secure,ATM,Mac,No,1-6 Hours,3,8.56,2–5 Years,72,61+,2460.66,Yes,No,No,No,0,10.5,Early Morning (12 AM - 6 AM),Tuesday,No,19.8,Very Low,0,Genuine
16893,29.21,Groceries,Visa,OTP,ATM,iPhone,No,6-12 Hours,3,33.45,2–5 Years,76,61+,1441.93,No,No,No,No,0,10.6,Night (9 PM - 12 AM),Friday,No,15.1,Very Low,0,Genuine
16894,68.63,Gift Cards,Visa,PIN,In-App,ATM Machine,No,6-12 Hours,3,29.76,2–5 Years,52,46-60,18223.49,No,No,Yes,No,0,26.4,Night (9 PM - 12 AM),Thursday,No,74.5,High,0,Genuine
16895,14.73,Online Retail,Mastercard,3D Secure,Online,POS Terminal,No,12-24 Hours,5,33.1,2–5 Years,70,61+,978,No,No,No,No,0,23.1,Afternoon (12 PM - 5 PM),Saturday,No,33.4,Low,0,Genuine
16896,296.7,Travel,Visa,PIN,Contactless,iPhone,No,1-6 Hours,1,16.62,2–5 Years,30,26-35,600.98,No,No,No,No,0,4.9,Morning (6 AM - 12 PM),Friday,No,23.2,Low,0,Genuine
16897,52.63,Groceries,Visa,3D Secure,ATM,Android Phone,No,1-6 Hours,2,4.51,2–5 Years,38,36-45,10347.83,No,No,No,No,1,19,Night (9 PM - 12 AM),Tuesday,No,23.1,Low,0,Genuine
16898,40.43,Groceries,Visa,PIN,In-App,Windows PC,Yes,Within 1 Hour,8,12.89,2–5 Years,20,18-25,5730.62,No,No,No,No,0,51.5,Night (9 PM - 12 AM),Tuesday,No,43.3,Medium,0,Genuine
16899,340.17,Travel,Mastercard,3D Secure,POS,Android Phone,No,6-12 Hours,2,0.23,2–5 Years,80,61+,1262.87,Yes,No,No,No,1,13.6,Morning (6 AM - 12 PM),Tuesday,No,44.3,Medium,1,Genuine
16900,28.14,Fuel,Visa,OTP,In-App,POS Terminal,No,Within 1 Hour,7,16.44,2–5 Years,55,46-60,1321.31,No,No,No,No,1,52.6,Morning (6 AM - 12 PM),Friday,No,29.3,Low,2,Genuine
16901,22.49,Healthcare,Visa,OTP,POS,Android Phone,No,12-24 Hours,3,24.92,2–5 Years,34,26-35,861.55,Yes,No,No,No,1,0.6,Night (9 PM - 12 AM),Friday,No,27.9,Low,1,Genuine
16902,203.05,Online Retail,Visa,PIN,Online,Android Phone,No,1-6 Hours,2,32.65,2–5 Years,75,61+,1565.14,No,No,No,No,1,16.2,Afternoon (12 PM - 5 PM),Tuesday,No,34,Low,0,Genuine
16903,104.81,Restaurants,Visa,OTP,Contactless,iPhone,No,1-6 Hours,4,17.4,2–5 Years,36,36-45,907.15,Yes,No,No,No,0,31.4,Afternoon (12 PM - 5 PM),Friday,No,41.1,Medium,0,Genuine
16904,90.14,Healthcare,Visa,3D Secure,Online,iPhone,No,1-6 Hours,2,21.29,2–5 Years,34,26-35,4652.38,No,No,No,No,1,12.1,Afternoon (12 PM - 5 PM),Sunday,No,28.3,Low,0,Genuine
16905,201.68,Restaurants,Visa,3D Secure,Online,iPhone,No,1-6 Hours,4,52.88,2–5 Years,25,18-25,1529.13,No,No,No,No,0,32.6,Evening (5 PM - 9 PM),Sunday,No,21,Low,0,Genuine
16906,12.36,Groceries,Visa,OTP,ATM,POS Terminal,No,1-6 Hours,3,42.39,2–5 Years,23,18-25,460.16,No,Yes,No,No,0,10.6,Evening (5 PM - 9 PM),Wednesday,No,34.4,Low,0,Genuine
16907,97.73,Crypto Exchange,Mastercard,OTP,ATM,Mac,No,1-6 Hours,2,32.48,2–5 Years,28,26-35,3248.59,No,No,No,No,0,6.7,Evening (5 PM - 9 PM),Thursday,No,54.4,Medium,1,Genuine
16908,19.59,Online Retail,Mastercard,3D Secure,In-App,Windows PC,No,1-6 Hours,6,4.59,2–5 Years,37,36-45,3136.69,No,No,No,No,0,41.4,Afternoon (12 PM - 5 PM),Sunday,No,35.8,Low,1,Genuine
16909,27.86,Fuel,Visa,3D Secure,Contactless,ATM Machine,No,12-24 Hours,5,4.22,2–5 Years,62,61+,2643.36,Yes,No,No,No,1,15.4,Early Morning (12 AM - 6 AM),Wednesday,No,31.2,Low,0,Genuine
16910,34.88,Gift Cards,Mastercard,Biometric,Contactless,Windows PC,No,6-12 Hours,6,17.44,2–5 Years,57,46-60,3885.43,No,No,No,No,0,30.5,Afternoon (12 PM - 5 PM),Saturday,No,81.5,Very High,3,Genuine
16911,9.56,Online Retail,Visa,Biometric,In-App,Smart Watch,No,1-6 Hours,2,15.56,2–5 Years,26,26-35,926.41,No,No,No,No,0,21.5,Morning (6 AM - 12 PM),Thursday,No,47.8,Medium,0,Genuine
16912,86.52,Electronics,Mastercard,No Authentication,POS,Android Phone,No,1-6 Hours,3,24.53,2–5 Years,68,61+,618.74,No,No,No,No,0,10.3,Early Morning (12 AM - 6 AM),Friday,No,35.2,Low,2,Genuine
16913,38.05,Gift Cards,Mastercard,3D Secure,Contactless,iPhone,No,6-12 Hours,4,17.5,2–5 Years,56,46-60,6664.86,No,No,No,No,0,23,Evening (5 PM - 9 PM),Tuesday,No,58.2,Medium,0,Genuine
16914,81.57,Restaurants,Visa,Biometric,Online,iPhone,No,Within 1 Hour,2,11.12,2–5 Years,42,36-45,1863.99,Yes,No,No,No,0,30.1,Morning (6 AM - 12 PM),Wednesday,No,39.7,Low,1,Genuine
16915,13.01,Groceries,Mastercard,Biometric,Online,POS Terminal,No,12-24 Hours,5,34.43,2–5 Years,33,26-35,3671.6,No,No,No,No,0,34.1,Evening (5 PM - 9 PM),Friday,No,42.6,Medium,0,Genuine
16916,68.13,Travel,Mastercard,Biometric,Online,iPhone,No,12-24 Hours,2,17.98,2–5 Years,81,61+,4434.65,No,No,No,No,0,19.3,Evening (5 PM - 9 PM),Thursday,No,29.4,Low,0,Genuine
16917,122.99,Restaurants,RuPay,3D Secure,POS,POS Terminal,No,1-6 Hours,2,44.1,2–5 Years,57,46-60,4685.45,No,No,No,No,0,10.2,Morning (6 AM - 12 PM),Friday,No,57.9,Medium,0,Genuine
16918,19.77,Healthcare,Visa,3D Secure,Online,POS Terminal,Yes,6-12 Hours,5,10.27,2–5 Years,18,18-25,175.61,Yes,No,Yes,No,0,28.1,Evening (5 PM - 9 PM),Thursday,No,21.2,Low,0,Genuine
16919,139.38,Travel,Mastercard,Biometric,In-App,Android Phone,No,1-6 Hours,2,3.78,2–5 Years,21,18-25,1248.02,No,No,No,No,0,23.4,Early Morning (12 AM - 6 AM),Saturday,No,11.2,Very Low,0,Genuine
16920,145.29,Electronics,Mastercard,No Authentication,Contactless,Android Phone,No,1-6 Hours,2,16.69,2–5 Years,52,46-60,1299.17,No,No,No,No,0,14.7,Early Morning (12 AM - 6 AM),Wednesday,No,54.1,Medium,0,Genuine
16921,13.58,Streaming,Visa,OTP,Online,iPhone,No,Within 1 Hour,3,36.04,2–5 Years,19,18-25,921.02,Yes,No,No,No,0,43.6,Evening (5 PM - 9 PM),Tuesday,No,23.1,Low,0,Genuine
16922,83.16,Electronics,Visa,No Authentication,Contactless,POS Terminal,No,1-6 Hours,2,9.22,2–5 Years,36,36-45,1945.12,No,No,No,No,0,20.7,Night (9 PM - 12 AM),Wednesday,No,58,Medium,1,Genuine
16923,6.6,Streaming,Mastercard,OTP,Online,Android Phone,Yes,1-6 Hours,0,3.69,2–5 Years,50,46-60,3402.88,No,No,Yes,No,1,11,Early Morning (12 AM - 6 AM),Tuesday,No,11.2,Very Low,0,Genuine
16924,47.91,Travel,Visa,OTP,Online,POS Terminal,No,12-24 Hours,2,12.48,2–5 Years,25,18-25,862.46,No,No,No,No,0,19.9,Night (9 PM - 12 AM),Friday,No,33.7,Low,2,Genuine
16925,25.11,Groceries,Visa,3D Secure,POS,Android Phone,No,6-12 Hours,3,9.24,2–5 Years,68,61+,132.18,No,No,No,No,0,20.6,Early Morning (12 AM - 6 AM),Monday,No,40.2,Medium,0,Genuine
16926,11.97,Gaming,Amex,3D Secure,Online,Android Phone,No,1-6 Hours,2,1.2,2–5 Years,60,46-60,4589.85,No,No,No,Yes,0,6,Afternoon (12 PM - 5 PM),Saturday,No,57.1,Medium,0,Genuine
16927,12.21,Groceries,Mastercard,PIN,POS,Tablet,No,1-6 Hours,4,19.75,2–5 Years,31,26-35,277.22,Yes,No,No,No,0,22,Night (9 PM - 12 AM),Sunday,No,65.4,High,0,Genuine
16928,82.46,Restaurants,Visa,3D Secure,Contactless,Windows PC,No,1-6 Hours,3,14.5,2–5 Years,52,46-60,1903.09,No,No,No,No,1,36.6,Early Morning (12 AM - 6 AM),Thursday,No,37.3,Low,0,Genuine
16929,218.89,Travel,Mastercard,3D Secure,Contactless,iPhone,No,Within 1 Hour,4,2.78,2–5 Years,67,61+,271.76,No,No,No,No,0,24.6,Afternoon (12 PM - 5 PM),Sunday,No,29.4,Low,0,Genuine
16930,74.26,Groceries,Visa,3D Secure,In-App,Tablet,No,1-6 Hours,6,18.98,2–5 Years,80,61+,1999.89,No,No,Yes,No,0,34.1,Early Morning (12 AM - 6 AM),Saturday,No,36.3,Low,0,Genuine
16931,30.83,Healthcare,Visa,3D Secure,Online,Android Phone,No,1-6 Hours,3,36.74,2–5 Years,23,18-25,3593.83,No,No,No,No,1,19.7,Evening (5 PM - 9 PM),Tuesday,No,32.5,Low,0,Genuine
16932,58.66,Electronics,Mastercard,No Authentication,Online,POS Terminal,No,1-2 Days,4,7.8,2–5 Years,72,61+,2311.83,No,No,No,No,0,13.7,Early Morning (12 AM - 6 AM),Saturday,No,46.3,Medium,0,Genuine
16933,97.21,Fuel,Mastercard,Biometric,Contactless,Tablet,No,1-2 Days,0,33.63,2–5 Years,26,26-35,226.62,No,No,No,No,0,7.8,Evening (5 PM - 9 PM),Saturday,No,6.3,Very Low,0,Genuine
16934,106.23,Online Retail,Discover,OTP,In-App,ATM Machine,No,1-6 Hours,5,4.79,2–5 Years,21,18-25,2564.14,Yes,No,No,No,1,37.6,Morning (6 AM - 12 PM),Wednesday,No,51.6,Medium,0,Genuine
16935,130.4,Groceries,Visa,Biometric,POS,Tablet,No,1-6 Hours,6,5.26,2–5 Years,56,46-60,1446.46,No,No,No,No,1,31.6,Afternoon (12 PM - 5 PM),Tuesday,No,37.4,Low,0,Genuine
16936,198.01,Online Retail,Mastercard,PIN,POS,Android Phone,No,1-6 Hours,7,12.47,2–5 Years,26,26-35,433.98,Yes,No,No,No,0,43.6,Early Morning (12 AM - 6 AM),Thursday,No,35.1,Low,0,Genuine
16937,12.92,Groceries,Amex,OTP,In-App,iPhone,No,1-6 Hours,2,28.8,2–5 Years,65,61+,404.1,No,No,No,No,0,15.8,Afternoon (12 PM - 5 PM),Friday,No,25.8,Low,2,Genuine
16938,70.91,Groceries,Visa,3D Secure,ATM,Mac,No,6-12 Hours,1,3.27,2–5 Years,27,26-35,5030.11,Yes,No,No,No,0,0,Morning (6 AM - 12 PM),Wednesday,No,44.8,Medium,0,Genuine
16939,162.74,Electronics,Mastercard,OTP,POS,Mac,No,1-2 Days,3,78.68,2–5 Years,56,46-60,443.35,Yes,No,No,No,1,9.6,Morning (6 AM - 12 PM),Saturday,No,49.5,Medium,0,Genuine
16940,229.67,Healthcare,Visa,3D Secure,ATM,Android Phone,No,12-24 Hours,1,37.66,2–5 Years,57,46-60,1712.94,No,No,No,No,0,10.5,Morning (6 AM - 12 PM),Monday,No,26.4,Low,0,Genuine
16941,289.1,Online Retail,Visa,OTP,POS,POS Terminal,No,12-24 Hours,3,16.2,2–5 Years,71,61+,12782.8,No,No,No,No,0,2.6,Evening (5 PM - 9 PM),Friday,No,27.5,Low,0,Genuine
16942,133.89,Electronics,Visa,Biometric,Online,iPhone,No,Within 1 Hour,4,10.53,2–5 Years,19,18-25,3396.72,No,No,No,No,0,27.1,Morning (6 AM - 12 PM),Friday,No,46.7,Medium,1,Genuine
16943,16.81,Fuel,Mastercard,No Authentication,In-App,iPhone,No,1-6 Hours,3,3.43,2–5 Years,69,61+,335.85,No,No,No,No,0,24.6,Morning (6 AM - 12 PM),Monday,No,69.9,High,0,Genuine
16944,39.26,Online Retail,RuPay,3D Secure,Online,Android Phone,No,12-24 Hours,3,8.29,2–5 Years,62,61+,11023.2,Yes,No,No,No,0,16,Night (9 PM - 12 AM),Friday,No,21,Low,0,Genuine
16945,81.14,Online Retail,Mastercard,Biometric,In-App,Android Phone,No,1-6 Hours,3,34.48,2–5 Years,66,61+,4656.28,No,No,No,No,1,22.3,Early Morning (12 AM - 6 AM),Saturday,No,18.7,Very Low,1,Genuine
16946,474.2,Electronics,Visa,PIN,POS,POS Terminal,No,Within 1 Hour,1,34.15,2–5 Years,26,26-35,569.32,No,No,No,No,0,17.9,Afternoon (12 PM - 5 PM),Tuesday,No,46.3,Medium,1,Genuine
16947,80.47,Utilities,Visa,PIN,Online,Tablet,No,6-12 Hours,3,29.79,2–5 Years,54,46-60,444.89,No,No,No,No,0,23.5,Night (9 PM - 12 AM),Monday,No,37.2,Low,0,Genuine
16948,51.32,Electronics,Mastercard,3D Secure,Contactless,POS Terminal,No,1-2 Days,3,58.97,2–5 Years,74,61+,1084.4,No,No,No,No,0,9.8,Afternoon (12 PM - 5 PM),Thursday,No,45.1,Medium,0,Genuine
16949,468.4,Electronics,Visa,PIN,Online,iPhone,No,Within 1 Hour,1,10.35,2–5 Years,28,26-35,10022.05,No,No,No,No,1,32.8,Morning (6 AM - 12 PM),Friday,No,48,Medium,0,Genuine
16950,38.79,Healthcare,Visa,OTP,POS,iPhone,No,1-6 Hours,5,18.15,2–5 Years,60,46-60,742.93,Yes,No,No,No,0,7.4,Morning (6 AM - 12 PM),Sunday,No,48.1,Medium,0,Genuine
16951,248.14,Groceries,Mastercard,3D Secure,POS,iPhone,No,1-6 Hours,4,2.24,2–5 Years,36,36-45,1810.31,No,No,No,No,0,24.7,Evening (5 PM - 9 PM),Saturday,No,26.8,Low,0,Genuine
16952,9.23,Groceries,Amex,Biometric,Contactless,Android Phone,Yes,1-6 Hours,2,20.15,2–5 Years,20,18-25,923.58,Yes,No,Yes,No,0,20.4,Morning (6 AM - 12 PM),Friday,No,31,Low,2,Genuine
16953,189.93,Groceries,Mastercard,No Authentication,In-App,POS Terminal,No,1-6 Hours,3,8.43,2–5 Years,72,61+,1084.37,Yes,No,No,No,0,3.5,Evening (5 PM - 9 PM),Tuesday,No,62.9,High,0,Genuine
16954,91.99,Utilities,Visa,OTP,Online,iPhone,No,6-12 Hours,6,24.1,2–5 Years,59,46-60,1869.58,No,No,No,Yes,0,38.6,Evening (5 PM - 9 PM),Friday,No,0,Very Low,0,Genuine
16955,216.2,Utilities,Visa,Biometric,Online,iPhone,No,12-24 Hours,8,21.38,2–5 Years,48,46-60,1374.96,No,No,No,No,0,37.3,Evening (5 PM - 9 PM),Thursday,No,19,Very Low,0,Genuine
16956,11.95,Streaming,RuPay,OTP,Online,Android Phone,No,1-6 Hours,2,12.97,2–5 Years,70,61+,5080.19,No,No,No,No,0,23.1,Early Morning (12 AM - 6 AM),Sunday,No,54.7,Medium,0,Genuine
16957,278.14,Crypto Exchange,Mastercard,Biometric,In-App,Android Phone,No,Within 1 Hour,2,0.12,2–5 Years,80,61+,1518.37,Yes,No,No,No,0,15.3,Evening (5 PM - 9 PM),Monday,No,54.9,Medium,0,Genuine
16958,17.85,Utilities,Amex,Biometric,Online,Android Phone,No,1-6 Hours,2,30.29,2–5 Years,28,26-35,1715.84,No,No,No,No,0,4.5,Afternoon (12 PM - 5 PM),Wednesday,No,30.8,Low,0,Genuine
16959,161.15,Groceries,Visa,PIN,Online,Mac,No,1-2 Days,2,9.27,2–5 Years,29,26-35,629.91,No,No,No,No,0,4.2,Early Morning (12 AM - 6 AM),Sunday,No,30.7,Low,0,Genuine
16960,58.22,Crypto Exchange,Visa,OTP,ATM,Mac,No,Within 1 Hour,6,4.91,2–5 Years,67,61+,859.07,No,No,No,Yes,1,44.4,Early Morning (12 AM - 6 AM),Thursday,No,73.9,High,0,Fraud
16961,167.12,Electronics,Visa,Biometric,In-App,POS Terminal,No,1-6 Hours,5,9.42,2–5 Years,69,61+,392.13,Yes,No,No,No,1,24.9,Morning (6 AM - 12 PM),Monday,No,42.5,Medium,0,Genuine
16962,388.04,Travel,Visa,3D Secure,POS,POS Terminal,No,1-6 Hours,3,76.3,2–5 Years,51,46-60,845.67,No,No,No,Yes,0,23,Early Morning (12 AM - 6 AM),Thursday,No,38.3,Low,0,Genuine
16963,6.63,Streaming,Visa,Biometric,Online,Android Phone,No,1-2 Days,1,29.81,2–5 Years,29,26-35,219.2,No,No,No,No,0,0,Afternoon (12 PM - 5 PM),Monday,No,52.5,Medium,0,Genuine
